scale,caption,vendor,brief
8,NI Xerces Delay Load 2.7.7,National Instruments,NI Xerces Delay Load 2.7.7 is a software designed for OT/ICS to provide XML parsing and validation services.
8,NI Authentication 2016 (64-bit),National Instruments,NI Authentication 2016 (64-bit) is a software for secure authentication of OT/ICS systems
10,NI RTSI PAL Device Library Installer 15.5.0,National Instruments,NI RTSI PAL Device Library Installer 15.5.0 is designed for OT/ICS to provide real-time synchronization and communication between multiple devices.
10,NI-QPXI 16.0.0,National Instruments,NI-QPXI 16.0.0 is a software designed for OT/ICS to monitor and control industrial processes.
10,NI-DAQmx 16.0.0,National Instruments,NI-DAQmx 16.0.0 is a software designed for data acquisition and control of OT/ICS systems.
7,LANDesk(R) Common Base Agent 8,"LANDesk Software, Ltd",LANDesk(R) Common Base Agent 8 is a software designed for managing and monitoring OT/ICS systems.
10,NI-VISA .NET Runtime 15.0.0,National Instruments,NI-VISA .NET Runtime 15.0.0 is a software designed for communication with instruments and devices in OT/ICS systems
9,NI Authentication 2016,National Instruments,NI Authentication 2016 is a software designed for secure authentication of OT/ICS systems.
10,NI Controller Driver 16.0 64-bit,National Instruments,NI Controller Driver 16.0 64-bit is designed for OT/ICS to control and monitor industrial automation systems.
10,NI MXI Manager 16.0 64-bit,National Instruments,NI MXI Manager 16.0 64-bit is a software designed for managing and configuring National Instruments MXI devices for OT/ICS applications.
10,NI-VISA 16.0.0 Provider 64-bit Support,National Instruments,NI-VISA 16.0.0 Provider 64-bit Support is a software designed for OT/ICS to enable communication with instruments.
8,NI Certificate Storage Component 2015,National Instruments,NI Certificate Storage Component 2015 is a software designed for securely storing certificates and keys used in OT/ICS systems.
10,NI-Webkonfiguration und Überwachung 16.0,National Instruments,NI-Webkonfiguration und Überwachung 16.0 is a software designed for monitoring and configuring OT/ICS systems.
10,NI-DAQmx MAX Support 64-bit 3.6.0,National Instruments,NI-DAQmx MAX Support 64-bit 3.6.0 is a software designed for data acquisition and control of OT/ICS systems
9,NI Error Reporting Interface 16.0,National Instruments,NI Error Reporting Interface 16.0 is a software designed for monitoring and troubleshooting of OT/ICS systems
10,NI-MXDF 16.0.0f0,National Instruments,NI-MXDF 16.0.0f0 is a software designed for OT/ICS to monitor and control industrial processes.
10,NI I/O Trace 16.0.0,National Instruments,NI I/O Trace 16.0.0 is a software designed for monitoring and troubleshooting of OT/ICS systems
9,NI-DAQmx MX Expert Framework 16.0.0,National Instruments,NI-DAQmx MX Expert Framework 16.0.0 is a software designed for data acquisition and control of OT/ICS systems.
10,NI-DAQmx MAX Configuration Support 9.9.0,National Instruments,NI-DAQmx MAX Configuration Support 9.9.0 is a software designed for configuring and testing data acquisition hardware for OT/ICS applications.
9,NI System Configuration 5.6.0 LabVIEW Support,National Instruments,NI System Configuration 5.6.0 LabVIEW Support is a software designed for configuring and managing ICS/OT systems
8,NI Authentication 2014 (64-bit),National Instruments,NI Authentication 2014 (64-bit) is a software for secure authentication of OT/ICS systems
10,NI MAX Remote Configuration 64-bit Installer 5.6,National Instruments,NI MAX Remote Configuration 64-bit Installer 5.6 is designed for configuring and managing remote devices in OT/ICS environments.
9,NI LabVIEW 2012 SP1 Variable Web Service,National Instruments,NI LabVIEW 2012 SP1 Variable Web Service is a software for creating and managing web services for sharing data between LabVIEW applications and other applications.
10,NI-488.2 Documentation 17.6,National Instruments,NI-488.2 Documentation 17.6 is a software designed for controlling GPIB instruments in OT/ICS applications.
10,Sentinel System Driver 5.42.1 (32-bit),Rainbow Technologies,Sentinel System Driver 5.42.1 (32-bit) is designed for OT/ICS to provide secure access to hardware keys.
2,Conexant D850 PCI V.92 Modem,Conexant,Conexant D850 PCI V.92 Modem is a dial-up modem for connecting to the internet.
2,Acronis Backup & Recovery 10 Upgrade Tool,Acronis,Acronis Backup & Recovery 10 Upgrade Tool is a backup and disaster recovery solution for Windows systems
7,Modem Diagnostic Tool,Dell,Modem Diagnostic Tool is designed to diagnose and troubleshoot modem issues
8,PRIMS_CITS,Progressive Technologies,PRIMS_CITS is a software designed for monitoring and controlling industrial processes
8,AgentInstall-x64_15_1,Symantec Corp.,AgentInstall-x64_15_1 is a software designed for monitoring and managing OT/ICS systems
3,SAP Secure Login Client (x64),SAP AG,SAP Secure Login Client (x64) is a security software for authentication and authorization of users.
10,NI Package Manager Deployment Support 21.3,National Instruments,NI Package Manager Deployment Support 21.3 is a software designed for OT/ICS to manage and deploy software packages.
3,RestrictWin7User ver. 1.0,Firestone Fibers & Textiles Company,RestrictWin7User ver. 1.0 is a software designed to control user access to Windows 7 systems
0,搜狗输入法 11.7.0正式版,Sogou.com,Sogou Input Method 11.7.0 is a Chinese input method software for general purpose.
2,ToDesk,ToDesk Remote Desktop,ToDesk is a remote desktop software for remote access and control.
8,Cognex Software Licensing Center 2.4.1,Cognex,Cognex Software Licensing Center 2.4.1 is designed for managing and monitoring industrial automation systems.
10,FactoryTalk ViewPoint ME 13.00.00 (CPR 9 SR 13),"Rockwell Automation, Inc.",FactoryTalk ViewPoint ME 13.00.00 is an industrial control system software for monitoring and controlling processes.
10,FactoryTalk Diagnostics 6.30.00 (CPR 9 SR 13),"Rockwell Automation, Inc.",FactoryTalk Diagnostics 6.30.00 is an OT/ICS software for monitoring and diagnosing industrial automation systems.
10,FactoryTalk View Site Edition Client 13.00.00 (CPR 9 SR 13),"Rockwell Automation, Inc.",FactoryTalk View Site Edition Client 13.00.00 (CPR 9 SR 13) is a software designed for monitoring and controlling OT/ICS systems.
10,FactoryTalk ViewPoint SE 13.00.00 (CPR 9 SR 13),"Rockwell Automation, Inc.",FactoryTalk ViewPoint SE 13.00.00 is an industrial control system software for monitoring and controlling processes.
10,FactoryTalk Batch View HMI Controls,"Rockwell Automation, Inc.",FactoryTalk Batch View HMI Controls is a software designed for monitoring and controlling industrial processes
0,R-Drive Image (remove only),,R-Drive Image is a disk imaging software for data backup and recovery
2,SwyxIt!,Swyx Solutions GmbH,SwyxIt! is a unified communication solution for businesses.
8,SnakeTail 64-bit v1.9.7.0,SnakeNest.com,SnakeTail 64-bit v1.9.7.0 is designed for monitoring and controlling OT/ICS systems.
9,ARM 2021.4.1,SolarWinds,ARM 2021.4.1 (vendor SolarWinds) is designed for OT/ICS to monitor and manage industrial networks.
10,SIMATIC WinCC Smart Tools V6.2 SP3,,SIMATIC WinCC Smart Tools V6.2 SP3 is a software designed for OT/ICS to monitor and control industrial processes
10,SIMATIC Station Observer,Siemens AG,SIMATIC Station Observer is an industrial control system software for monitoring and controlling automation processes.
8,TouchWare 5.64 SR6,,TouchWare 5.64 SR6 is a software designed for HMI and SCADA systems in OT/ICS environments.
10,SINUMERIK HMI configuration package WinCC flexible 2008 SP2,SIEMENS,SINUMERIK HMI configuration package WinCC flexible 2008 SP2 is designed for OT/ICS.
10,Siemens Automation License Manager V5.0 + SP1  ,Siemens AG,Siemens Automation License Manager V5.0 + SP1 is a software designed for managing licenses of Siemens automation products for OT/ICS.
2,Arduino,Arduino LLC,Arduino is an open-source electronics platform for building interactive electronic objects.
7,MVS,None,MVS is a software designed for monitoring and controlling industrial processes
10,NI Logos 5.7（64位）,National Instruments,NI Logos 5.7（64位） is a software designed for programming and controlling industrial automation systems.
10,NI ActiveX容器,National Instruments,NI ActiveX容器 is a software designed for OT/ICS to provide a platform for creating and running distributed measurement and control systems.
8,WorkStationOneSetup,abc.ltd,WorkStationOneSetup is a software designed for monitoring and controlling industrial processes
10,NI-RIO MAX Provider 15.0,National Instruments,NI-RIO MAX Provider 15.0 is a software designed for OT/ICS to enable communication between real-time systems and I/O devices.
10,NI USI 15.0.0,National Instruments,NI USI 15.0.0 is a software designed for OT/ICS to monitor and control industrial processes.
8,NI Vision Common Resources 2015 64-bit,National Instruments,NI Vision Common Resources 2015 64-bit is a software for image processing and analysis in OT/ICS applications.
8,NI错误报告2015,National Instruments,NI错误报告2015 is a software designed for monitoring and controlling OT/ICS systems.
10,NI-RIO Chinch 15.0 (64-bit),National Instruments,NI-RIO Chinch 15.0 (64-bit) is a software designed for programming and controlling National Instruments hardware for OT/ICS applications.
8,NI-P2P 15.0.0 Support for LabVIEW 2015 (32-bit),National Instruments,NI-P2P 15.0.0 Support for LabVIEW 2015 (32-bit) is a software for programming and controlling industrial automation systems.
9,NI-IMAQ I/O 15.0.1,National Instruments,NI-IMAQ I/O 15.0.1 is a software designed for industrial automation and control systems.
8,Edge3 Driver 1.0.0.2,Edge3 Driver,Edge3 Driver 1.0.0.2 is designed for OT/ICS to control and monitor industrial devices.
8,Krypton Toolkit 4.4.0,Component Factory,Krypton Toolkit 4.4.0 is a software designed for developing industrial control systems.
9,DAQExpress Simplified Chinese Support,National Instruments,"DAQExpress Simplified Chinese Support is a software designed for OT/ICS to acquire, analyze, and visualize data from sensors and instruments."
10,NI-FGEN 17.1,National Instruments,NI-FGEN 17.1 is a software designed for programming and controlling National Instruments signal generators for OT/ICS applications.
10,NI-TClk 17.0.1,National Instruments,NI-TClk 17.0.1 is a software designed for OT/ICS to provide time synchronization and synchronization of distributed systems.
10,NI-SCOPE Support for C 17.2,National Instruments,"NI-SCOPE Support for C 17.2 is a software designed for OT/ICS to acquire, analyze, and visualize signals from oscilloscopes."
8,NI-FGEN Runtime 17.1 for NI-DAQmx-Based Waveform Generators 17.1 (64-bit),National Instruments,Software for generating waveforms for use in OT/ICS applications
8,NI LabVIEW Runtime 2015 SP1 f9,National Instruments,NI LabVIEW Runtime 2015 SP1 f9 is a software for developing and running applications built with LabVIEW.
10,NI-RIO FPGA Interface Driver Support 17.0 (64-bit),National Instruments,NI-RIO FPGA Interface Driver Support 17.0 (64-bit) is designed for programming and controlling FPGA devices in OT/ICS applications
9,NI-DAQmx/LabVIEW shared documentation 17.6.0,National Instruments,NI-DAQmx/LabVIEW shared documentation 17.6.0 is a software designed for data acquisition and control of OT/ICS systems.
8,miDeviceIcon 1.0.1,National Instruments,miDeviceIcon 1.0.1 is a software designed for monitoring and controlling industrial devices
10,NI-Xlator 17.5.0f0,National Instruments,NI-Xlator 17.5.0f0 is a software designed for OT/ICS to enable communication between different industrial protocols.
10,NI-TClk Runtime 17.0.1,National Instruments,NI-TClk Runtime 17.0.1 is a software designed for OT/ICS to provide time synchronization and synchronization of distributed systems.
8,NI-SCOPE Runtime 17.2 for NI PXIe-5164 Reconfigurable Oscilloscope (64-bit),National Instruments,NI-SCOPE Runtime 17.2 is a software for controlling and acquiring data from NI PXIe-5164 Reconfigurable Oscilloscope (64-bit) for OT/ICS applications.
9,NI LabVIEW Runtime 2016 f2 (64-bit),National Instruments,NI LabVIEW Runtime 2016 f2 (64-bit) is a software designed for developing and running applications built with LabVIEW.
10,DAQExpress German Context Help 2017 64-bit,National Instruments,DAQExpress German Context Help 2017 64-bit is a software designed for data acquisition and control of OT/ICS systems.
8,HCPL,Poworld,HCPL is a software designed for monitoring and controlling industrial processes
9,DAQExpress Korean Support,National Instruments,DAQExpress Korean Support is a software designed for data acquisition and control of OT/ICS systems
8,NI-SCOPE Development Support 17.2 (64-bit),National Instruments,NI-SCOPE Development Support 17.2 (64-bit) is a software for data acquisition and analysis of signals from oscilloscopes.
10,NI PXI Platform Services Configuration 17.5,National Instruments,NI PXI Platform Services Configuration 17.5 is a software designed for configuring and managing PXI systems for OT/ICS applications
10,NI-DAQmx DAQ Assistant (64-bit) 3.9.0,National Instruments,NI-DAQmx DAQ Assistant (64-bit) 3.9.0 is a software for data acquisition and control of OT/ICS systems
10,NI-DAQmx DAQExpress Support 20.0,National Instruments,NI-DAQmx DAQExpress Support 20.0 is a software designed for data acquisition and control of OT/ICS systems.
8,NI Reconfigurable Oscilloscope Software-Designed Instrument Runtime 18.1 (64-bit),National Instruments,Software for configuring and controlling NI reconfigurable oscilloscope hardware
10,NI-SCOPE Runtime 18.1,National Instruments,NI-SCOPE Runtime 18.1 is a software designed for data acquisition and analysis of OT/ICS systems.
10,NI-HWS 18.0,National Instruments,NI-HWS 18.0 is a software designed for OT/ICS to monitor and control industrial processes.
8,NI-DAQmx Lang Runtime 20.0 for .NET Framework 4.0 (64-bit),National Instruments,NI-DAQmx Lang Runtime 20.0 for .NET Framework 4.0 (64-bit) is a software for data acquisition and control of measurement devices
10,NI-DAQmx SCXI 20.0.0,National Instruments,NI-DAQmx SCXI 20.0.0 is a software designed for data acquisition and control of OT/ICS systems.
10,NI-DAQmx Dynamic Signal Acquisition Installer 20.0.0,National Instruments,NI-DAQmx Dynamic Signal Acquisition Installer 20.0.0 is designed for data acquisition and control of OT/ICS systems.
8,NI-DCPower Soft Front Panel Redirector 18.1 (64-bit),National Instruments,Software for controlling and monitoring NI DC Power Supplies
10,InstrumentStudio 2018 NI-DMM Support 18.0 (64-bit),National Instruments,"InstrumentStudio 2018 NI-DMM Support 18.0 (64-bit) is designed for OT/ICS to measure, analyze, and control electrical signals."
8,NI Reconfigurable Oscilloscope Software-Designed Instrument Runtime 18.1 for NI 5170 Devices (64-bit),National Instruments,Software for controlling and monitoring industrial systems
10,InstrumentStudio 2018 NI-DCPower Support 18.0 (64-bit),National Instruments,InstrumentStudio 2018 NI-DCPower Support 18.0 (64-bit) is designed for controlling and monitoring industrial control systems.
10,NI-DAQmx and NI-DAQ Common Documents 20.0.0,National Instruments,NI-DAQmx and NI-DAQ Common Documents 20.0.0 is designed for data acquisition and control of OT/ICS systems.
9,NI-DAQmx/LabVIEW shared documentation 20.0.0,National Instruments,"NI-DAQmx/LabVIEW shared documentation 20.0.0 is a software designed for data acquisition, control, and monitoring of OT/ICS systems."
10,NI Web Application Server 2020,National Instruments,NI Web Application Server 2020 is a software designed for OT/ICS to enable remote access and control of industrial systems.
10,NI Logos 20.0,National Instruments,NI Logos 20.0 is a software designed for industrial control systems (ICS) and operational technology (OT).
10,NI Device Monitor 20.0,National Instruments,NI Device Monitor 20.0 is designed for monitoring and controlling OT/ICS systems
10,NI ModInst 18.0,National Instruments,NI ModInst 18.0 is a software designed for programming and configuring industrial automation systems.
10,NI Physical Interface Extension Installer 20.0.0,National Instruments,NI Physical Interface Extension Installer 20.0.0 is designed for OT/ICS to enable communication between hardware and software.
8,Serial Port Utility 版本 2.5.8,Darkwood Studio,Serial Port Utility is a software designed for monitoring and controlling serial ports and devices connected to them.
2,Phone Nokia USB Driver,Mobile,Phone Nokia USB Driver for connecting Nokia phones to a computer
9,NI USB3 Vision 17.5 64-bit Support,National Instruments,NI USB3 Vision 17.5 64-bit Support is a software designed for OT/ICS to enable machine vision applications.
10,NI I/O Trace 64-bit Support 17.0.1,National Instruments,NI I/O Trace 64-bit Support 17.0.1 is designed for monitoring and troubleshooting of OT/ICS systems
10,NI-IMAQ I/O 17.5 .NET Support,National Instruments,"NI-IMAQ I/O 17.5 .NET Support is a software designed for OT/ICS to acquire, process, and analyze images."
8,DVP2,Do3think,DVP2 is a software designed for monitoring and controlling industrial processes.
8,亚信安全工控安全便携系统 管理程序,亚信科技（成都）有限公司,亚信安全工控安全便携系统 管理程序 is designed for OT/ICS security management.
10,DTM Library,Hilscher GmbH,DTM Library is a software designed for OT/ICS to enable communication between devices and systems.
10,Siemens Totally Integrated Automation Portal V16 - WinCC Transfer Current All Single SetupPackage  V16.0,Siemens AG,Siemens Totally Integrated Automation Portal V16 - WinCC Transfer Current All Single SetupPackage V16.0 is a software designed for OT/ICS.
10,CX-Server Generic FINS Ethernet Driver,Nombre de su organización,CX-Server Generic FINS Ethernet Driver is designed for OT/ICS to enable communication between devices and applications.
10,Siemens  Totally Integrated Automation Portal V15 - WinCC Transfer Mandatory Single SetupPackage  V15.0,Siemens AG,Siemens Totally Integrated Automation Portal V15 is an industrial control system software for monitoring and controlling industrial processes.
10,Festo Configuration Tool Plugin EMCA (V1.5.0.137),Festo,Festo Configuration Tool Plugin EMCA (V1.5.0.137) is designed for configuring and monitoring industrial automation systems.
10,CX-Motion-MCH Version Upgrade Software 2016.10_0401,OMRON,CX-Motion-MCH Version Upgrade Software 2016.10_0401 is designed for OT/ICS to upgrade the motion control system.
10,Festo Configuration Tool Plugin EMCA (V1.6.0.148),Festo,Festo Configuration Tool Plugin EMCA (V1.6.0.148) is designed for configuring and monitoring OT/ICS systems.
10,Siemens Totally Integrated Automation Portal V16 - SINAMICS-STARTDRIVE-COMMON  V16.0,Siemens AG,Siemens Totally Integrated Automation Portal V16 - SINAMICS-STARTDRIVE-COMMON V16.0 is an industrial control system software for automation and digitalization of production processes.
10,Automation Runtime AS3.0 AR X8.14,Bernecker & Rainer Industrie Elektronik Ges.m.b.H.,Automation Runtime AS3.0 AR X8.14 is a software designed for OT/ICS.
10,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current All Single SetupPackage  V15.1 + Upd5,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current All Single SetupPackage V15.1 + Upd5 is a software designed for OT/ICS.
10,Siemens  Totally Integrated Automation Portal V15 - WinCC Transfer Current All Single SetupPackage  V15.0 UPD3,Siemens AG,Siemens Totally Integrated Automation Portal V15 - WinCC Transfer Current All Single SetupPackage V15.0 UPD3 is a software designed for OT/ICS.
10,SIMATIC S7 FM 350-2 Counter,Siemens AG,SIMATIC S7 FM 350-2 Counter is a programmable logic controller (PLC) for industrial automation applications.
10,WinCC Runtime Professional V15 - SCADA Simulation Single SetupPackage  V15.1 UPD5,Siemens AG,WinCC Runtime Professional V15 is a SCADA software for monitoring and controlling industrial processes
10,Siemens Totally Integrated Automation Portal V15.1 - HM NoBasic Single SetupPackage  V15.1 UPD5,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 is an industrial control system software for automation and digitalization of production processes.
10,Softing PROFIBUS Diagnostics Suite (64Bit),Softing Industrial Automation GmbH,Softing PROFIBUS Diagnostics Suite (64Bit) is designed for OT/ICS to diagnose and troubleshoot PROFIBUS networks.
10,"Siemens  Totally Integrated Automation Portal V15 - Startdrive G130, G150, S120, S150, SINAMICS MV  V15.0",Siemens AG,"Siemens Totally Integrated Automation Portal V15 is an industrial automation software for operating, monitoring, and maintaining industrial control systems."
10,WinCC flexible Languages,Siemens AG,WinCC flexible Languages is a software designed for OT/ICS to create user interfaces for industrial automation applications.
10,SIMATIC S7 FM 355/455 PID Control,Siemens AG,SIMATIC S7 FM 355/455 PID Control is a software designed for industrial control systems to control process variables.
9,PremiumHMI5.1,ASEM,PremiumHMI5.1 (vendor ASEM) is a software designed for OT/ICS applications.
10,SIMATIC WinCC Runtime Advanced V15.1 Upd5,Siemens AG,SIMATIC WinCC Runtime Advanced V15.1 Upd5 is an industrial control system software for monitoring and controlling processes.
10,SIMATIC WinCC Runtime Professional V15.1 UPD5,Siemens AG,SIMATIC WinCC Runtime Professional V15.1 UPD5 is an industrial control system software for monitoring and controlling processes.
10,SIMATIC S7 FM 355/455 PID Control V6.1 + SP2  ,Siemens AG,SIMATIC S7 FM 355/455 PID Control V6.1 + SP2 is a software designed for industrial control systems to control process variables.
10,SIMATIC WinCC Tools,Siemens AG,SIMATIC WinCC Tools is a software designed for monitoring and controlling industrial processes
10,Siemens  Totally Integrated Automation Portal V15 - Simatic Single SetupPackage  V15.0 UPD4,Siemens AG,Siemens Totally Integrated Automation Portal V15 is an industrial control system software for automation and digitalization of production processes.
8,Electronic-Key-Manager EKM (Single-user version),EUCHNER GmbH + Co. KG,Electronic-Key-Manager EKM (Single-user version) is designed for secure access control of OT/ICS systems
10,WinCC Runtime Professional V15 - SCADA Simulation Single SetupPackage  V15.1,Siemens AG,WinCC Runtime Professional V15 is a SCADA software for monitoring and controlling industrial processes
10,SIMATIC WinCC Runtime Advanced V16.0 UPD4,Siemens AG,SIMATIC WinCC Runtime Advanced V16.0 UPD4 is an industrial control system software for monitoring and controlling processes.
10,SIMATIC S7-Block Privacy V1.0 + SP5 Professional 2021,Siemens AG,SIMATIC S7-Block Privacy V1.0 + SP5 Professional 2021 is a software designed for OT/ICS to secure data and communication.
10,SIMATIC OPC-XML-Gateway V16.0,Siemens AG,SIMATIC OPC-XML-Gateway V16.0 is a software designed for OT/ICS to enable communication between OPC-XML and OPC-UA.
10,SIMATIC S7 FM 350-1/450-1 Counter V6.0 + SP3,Siemens AG,SIMATIC S7 FM 350-1/450-1 Counter V6.0 + SP3 is a software designed for OT/ICS from Siemens AG.
10,SIMOTION SCOUT CamTool V4.2.1.0,Siemens AG,SIMOTION SCOUT CamTool V4.2.1.0 is a software designed for programming and commissioning of SIMOTION motion control systems.
10,SIMATIC  STEP 7 V5.6 + SP2 Professional 2017 SR2,Siemens AG,"SIMATIC STEP 7 V5.6 + SP2 Professional 2017 SR2 is a software designed for programming, testing and commissioning of Siemens programmable logic controllers (PLCs)."
10,Automation Net PVI Developer V3.0.2,Bernecker + Rainer Industrie Elektronik Ges.m.b.H.,Automation Net PVI Developer V3.0.2 is a software designed for OT/ICS.
10,FieldCare,Metso Endress+Hauser Technology AG,"FieldCare is an industrial automation software for configuring, monitoring, and diagnosing field devices in OT/ICS systems."
10,WIN-PED® 7.7.1,Bosch Rexroth AG,WIN-PED® 7.7.1 is a software designed for industrial control systems and operational technology.
8,WinNBI,OSAI,WinNBI (vendor OSAI) is a software designed for industrial automation and control systems.
10,AltivarDtmLibrary,Schneider Electric,AltivarDtmLibrary is a software designed for OT/ICS to control and monitor industrial automation systems.
10,SIRIUS engineering Safety ES V1.0 + SP1,Siemens AG,SIRIUS engineering Safety ES V1.0 + SP1 is a software designed for OT/ICS to provide safety-related functions.
10,Siemens  Totally Integrated Automation Portal V13 - HM NoBasic Single SetupPackage  V13.0 SP1 UPD9,Siemens AG,Siemens Totally Integrated Automation Portal V13 is an industrial control system software for automation and digitalization of production processes.
10,Siemens  Totally Integrated Automation Portal V13 - STEP 7 Single SetupPackage  V13.0 SP1 UPD9,Siemens AG,Siemens Totally Integrated Automation Portal V13 is an industrial automation software for OT/ICS.
8,CommManagementTool,Nombre de su organización,CommManagementTool is a software designed for monitoring and controlling OT/ICS systems
10,LOGO! Soft Comfort v7,Siemens,"LOGO! Soft Comfort v7 is a software designed for programming, testing and commissioning of Siemens LOGO! logic modules for OT/ICS applications."
8,Management Utility,"Atop Technologies, Inc.",Management Utility is designed for monitoring and managing OT/ICS systems
0,PowerDVD 5.1,,PowerDVD 5.1 is a media player software for playing DVD movies.
0,Sonic RecordNow! Plus,Sonic Solutions,Sonic RecordNow! Plus is a CD/DVD burning software.
8,EMBASSY Trust Suite by Wave Systems,Wave Systems Corp,EMBASSY Trust Suite is a security software designed to protect OT/ICS systems from cyber threats
9,Valmet DNA Documentation Wizard,Valmet,Valmet DNA Documentation Wizard is a software designed for creating and managing documentation for OT/ICS systems.
10,Valmet DNA Historian Audit Trail,Valmet Corporation,"Valmet DNA Historian Audit Trail is a software designed for collecting, storing and analyzing data from OT/ICS systems."
10,Valmet DNA Engineering System Configurator,Valmet,Valmet DNA Engineering System Configurator is a software designed for industrial automation and control systems.
9,Valmet DNA Engineering DNA Help Designer,Valmet,Valmet DNA Engineering DNA Help Designer is a software designed for configuring and monitoring industrial automation systems.
10,Valmet DNA Historian ALPSocketReader,Valmet Corporation,Valmet DNA Historian ALPSocketReader is a software designed for collecting and storing data from industrial control systems.
10,aspenONE Diagnostics,AspenTech,AspenONE Diagnostics is a software designed for monitoring and diagnosing industrial control systems (ICS) and operational technology (OT).
10,Valmet DNA Historian DNAdata,Valmet Corporation,"Valmet DNA Historian DNAdata is an industrial data historian software for collecting, storing and analyzing process data from OT/ICS systems."
0,Amazon Corretto (x64),Amazon,Amazon Corretto (x64) is a Java runtime environment developed by Amazon
3,HTMLDOC,Easy Software Products,"HTMLDOC is a document generation system for HTML, PostScript, and PDF output."
10,Valmet DNAConnect,Valmet,Valmet DNAConnect is an industrial control system software for monitoring and controlling process operations.
10,SIMATIC WinCC OPC-UA Server V1.0 + SP9 + Upd4,Siemens AG,SIMATIC WinCC OPC-UA Server V1.0 + SP9 + Upd4 is an industrial control system software for monitoring and controlling processes.
10,Siemens Totally Integrated Automation Portal V17 - Version Control Interface SetupPackage  V17.0 UPD5,Siemens AG,Siemens Totally Integrated Automation Portal V17 is an industrial control system software for automation and digitalization of production processes.
8,iDMA-Commandi-Dons,,iDMA-Commandi-Dons is a software designed for monitoring and controlling OT/ICS systems.
7,Ouverture de Portes (M:\Program Files\OuverturePorte\),,Software for controlling access to physical doors
9,CEK - CrypTA Enabled KSP,Diebold Nixdorf,CEK - CrypTA Enabled KSP is a secure authentication solution for OT/ICS systems.
9,ProBase/C - DS.DATA.CS37XX,Diebold Nixdorf,ProBase/C - DS.DATA.CS37XX is a software designed for industrial control systems (ICS) to monitor and control processes.
2,Khmer Unicode Keyboard (NIDA 1.0),KhmerOS,Khmer Unicode Keyboard (NIDA 1.0) is a software for typing Khmer language characters.
3,Veritas System Recovery 18.0.3 Management Solution Plug-in,Veritas Technologies LLC,Veritas System Recovery 18.0.3 Management Solution Plug-in provides backup and recovery solutions for Windows systems
8,HPLJDXPHelper,HP,HPLJDXPHelper is a software designed for industrial control systems to monitor and control the system's performance.
8,hpbM401DSService,Hewlett-Packard,HpbM401DSService is a software designed for monitoring and controlling industrial automation systems.
8,HPLJUTCore,HP,HPLJUTCore is a software designed for monitoring and controlling industrial processes
10,FactoryTalk Services Platform 2.81.00 (CPR 9 SR 8.1),"Rockwell Automation, Inc.","FactoryTalk Services Platform 2.81.00 (CPR 9 SR 8.1) is designed for OT/ICS to provide secure, reliable, and scalable communication services for Rockwell Automation systems."
0,Media Player Classic fr,,Media Player Classic fr is a media player software for playing audio and video files.
8,mp,IBM,IBM mp is a software designed for monitoring and controlling industrial processes
8,HP DDM Inventory Agent (x86) 9.31.000.2343,"Hewlett-Packard Development Company, L.P.",HP DDM Inventory Agent (x86) 9.31.000.2343 is a software designed for monitoring and managing hardware and software inventory of OT/ICS systems.
9,Waters MassLynx V4.1 SCN795,Waters Corporation,"Waters MassLynx V4.1 SCN795 is a software for data acquisition, analysis, and reporting of chromatographic and mass spectrometric data."
9,Hamilton ASW Standard Dialogs,Hamilton AG CH,Hamilton ASW Standard Dialogs is a software designed for OT/ICS to provide a graphical user interface for monitoring and controlling industrial processes.
8,XMState for CashManagement Ver. 3.00.11,NCR,XMState for CashManagement Ver. 3.00.11 is designed for monitoring and controlling cash management systems.
0,HP Print Preview,HP Inc.,HP Print Preview is a software for printing documents and images.
2,Dell Update,Dell Inc.,Dell Update is a software for updating drivers and software for Dell computers.
8,NI-DAQ C and VB6 API 2.2.0,National Instruments,NI-DAQ C and VB6 API 2.2.0 is a software for data acquisition and control of OT/ICS systems.
8,NI-DAQ INF Files 19.2.3,National Instruments,NI-DAQ INF Files 19.2.3 is a software designed for data acquisition and control systems in OT/ICS.
8,RT415-M Configurator,,RT415-M Configurator is a software designed for configuring and monitoring OT/ICS systems
8,ccc-utility64,ATI,ccc-utility64 is a software designed for monitoring and controlling industrial processes
8,VIA Manager Piattaforma,"VIA Technologies, Inc.",VIA Manager Piattaforma is an industrial automation software for monitoring and controlling OT/ICS systems
10,TBox MS32/LT2 EtherNetIP,,TBox MS32/LT2 EtherNetIP is an industrial control system software for monitoring and controlling industrial processes.
8,TView 3.1.0.483,Techno Trade,TView 3.1.0.483 is a HMI/SCADA software for monitoring and controlling industrial processes
8,TView 3.2.0.485,Techno Trade,TView 3.2.0.485 is a software designed for monitoring and controlling industrial processes
9,TView client 3.2.0.485,Techno Trade,TView client 3.2.0.485 is a software designed for monitoring and controlling OT/ICS systems.
8,PcMonitor,NCR,PcMonitor is an industrial control system software for monitoring and controlling industrial processes.
8,RS232SprayDispenser,NCR,RS232SprayDispenser is a software designed for controlling and monitoring industrial spray dispensers.
8,NCR Mouse Filter W10,NCR,NCR Mouse Filter W10 is a software designed to provide secure access to OT/ICS systems.
9,ANDCPatch,NCR,ANDCPatch is a patch management solution for OT/ICS systems.
