scale,caption,vendor,brief
4,NI Atomic PXIe Peripheral Module Driver 17.0.0 for LabVIEW Real-Time,National Instruments,NI Atomic PXIe Peripheral Module Driver 17.0.0 for LabVIEW Real-Time is designed for industrial control systems.
4,AkroDYNE Balancer Service,MICROPOISE,AkroDYNE Balancer Service is a software designed for balancing and monitoring of industrial machinery.
4,NI PXI Platform Framework 17.0.0,National Instruments,NI PXI Platform Framework 17.0.0 is a software designed for developing and deploying industrial control systems.
5,NI-RIO 17.0 FPGA Driver (32-bit),National Instruments,NI-RIO 17.0 FPGA Driver (32-bit) is designed for programming and controlling FPGA devices for OT/ICS applications.
5,NI MXI Manager 17.0,National Instruments,NI MXI Manager 17.0 is a software designed for managing and configuring National Instruments MXI devices for OT/ICS applications.
5,NI Measurement & Automation Explorer 17.0.0,National Instruments,"NI Measurement & Automation Explorer 17.0.0 is a software designed for OT/ICS to configure, monitor, and troubleshoot industrial devices."
4,NI Certificate Storage Component 2016,National Instruments,NI Certificate Storage Component 2016 is a software designed for securely storing certificates and keys used in OT/ICS systems.
4,NI PXI Platform Services Store Item 17.0,National Instruments,NI PXI Platform Services Store Item 17.0 is a software designed for OT/ICS to enable remote monitoring and control of industrial systems.
5,AkroDYNE UCI,MICROPOISE,AkroDYNE UCI is an industrial control system software for monitoring and controlling industrial processes.
0,CutePDF Writer 3.0,CutePDF.com,CutePDF Writer 3.0 is a PDF creation software for Windows.
4,MVTec HALCON 12.0,MVTec Software GmbH,MVTec HALCON 12.0 is a software for machine vision applications in OT/ICS.
3,IBM Cognos 8 Planning 8.4 Client Framework,Cognos ULC,IBM Cognos 8 Planning 8.4 Client Framework is a business intelligence software for data analysis and reporting.
4,NI LabVIEW Runtime 2017 SP1 Non-English Support.,National Instruments,NI LabVIEW Runtime 2017 SP1 Non-English Support is a software designed for developing and running applications on OT/ICS systems.
3,UltraVnc (32-bit),uvnc bvba,UltraVnc (32-bit) is a remote access software for controlling computers remotely
2,SupportAssist Recovery Assistant,Dell Inc.,SupportAssist Recovery Assistant is a software for system recovery and backup.
0,Wondershare Helper Compact 2.6.0,Wondershare,Wondershare Helper Compact 2.6.0 is a software for managing and transferring data between iOS and Android devices.
3,TippingPoint SMS Client 5.5.3.205026,Trend Micro Incorporated,TippingPoint SMS Client 5.5.3.205026 is a security management software for OT/ICS networks
0,EPSON XP-200 Series Printer Uninstall,SEIKO EPSON Corporation,EPSON XP-200 Series Printer Uninstall is a software for uninstalling printer drivers.
4,GenICam v2.3,GenICam Standard Committee,GenICam v2.3 is a software designed for industrial automation and control systems.
4,High-performance Embedded Workshop 3.1.5,,High-performance Embedded Workshop 3.1.5 is a software development environment for embedded systems.
5,DrvX3 Support Tool,YOKOGAWA,DrvX3 Support Tool is a software designed for monitoring and controlling OT/ICS systems.
3,AMD PSP Driver,"Advanced Micro Devices, Inc.",AMD PSP Driver is a software designed to provide secure access to system peripherals for OT/ICS systems.
3,AMD SBxxx SMBus Driver Alpha,"Advanced Micro Devices, Inc.",AMD SBxxx SMBus Driver Alpha is a driver for OT/ICS systems to enable communication between the system and the SMBus.
0,FileZilla Client 3.54.1,Tim Kosse,FileZilla Client 3.54.1 is a FTP/FTPS/SFTP client
0,Shotcut,"Meltytech, LLC","Shotcut is a free, open source, cross-platform video editor."
2,"LockHunter 3.1, 32/64 bit",Crystal Rich Ltd,LockHunter is a tool to delete files blocked by something you do not know
4,DBMService,Advantech,DBMService is an industrial automation software designed for OT/ICS applications.
4,BaseServer,ETM professional control GmbH,BaseServer is an industrial control system software for monitoring and controlling processes.
4,BaseUI,ETM professional control GmbH,BaseUI is a software designed for HMI and SCADA systems in OT/ICS environments.
4,x86crossFiles,ETM professional control GmbH,x86crossFiles is a software designed for OT/ICS to enable data exchange between different systems.
4,XGI Volari Z7/Z9/Z9s/Z9M/Z11/Z11M Display Driver,,XGI Volari Z7/Z9/Z9s/Z9M/Z11/Z11M Display Driver is designed for OT/ICS to provide display support for industrial control systems.
4,BASP21,,BASP21 is an industrial automation software for monitoring and controlling OT/ICS systems.
4,Betrusted UniCERT v5.2.1 CA Operator,Betrusted,Betrusted UniCERT v5.2.1 CA Operator is a certificate authority software for secure communication in OT/ICS networks.
3,Cybertrust UniCERT v5.3 Certificate Status Server,Cybertrust,Cybertrust UniCERT v5.3 Certificate Status Server is a digital certificate validation service for secure communication in OT/ICS networks.
4,Cybertrust UniCERT v5.3 Common Components,Cybertrust,Cybertrust UniCERT v5.3 Common Components is a software designed for secure authentication and authorization of OT/ICS systems.
2,Sun Java System Web Server 7.0,,Sun Java System Web Server 7.0 is a web server software for hosting web applications.
3,Sun ONE Web Server 6.1SP6 d:\sun\webserver6.1,,Sun ONE Web Server 6.1SP6 is a web server software for hosting web applications
3,Big Brother Professional Edition Client 4.10,"Quest Software, Inc.",Big Brother Professional Edition Client 4.10 is a monitoring and alerting software for OT/ICS systems
3,Tera Term 4.69,,Tera Term 4.69 is a terminal emulator for connecting to remote computers
0,Bang & Olufsen Audio,Conexant,Bang & Olufsen Audio is a vendor Conexant audio software for consumer electronics.
4,HASP HL Device Driver,,HASP HL Device Driver is a software designed for OT/ICS to provide secure protection and enforcement for software and intellectual property.
4,DbUploader,Keysight Technologies,DbUploader is a software designed for uploading and downloading data to/from Keysight's U3040A Series USB Modular Source Measure Unit (SMU).
4,SDA Client,Keysight Technologies,SDA Client is a software designed for monitoring and controlling OT/ICS systems
4,NewTSPM version 1.0.6,Keysight Technologies,NewTSPM version 1.0.6 is designed for testing and monitoring of OT/ICS systems
4,支援软件 MEXE02 Ver.3.53 简体中文版,"ORIENTAL MOTOR CO.,LTD.",MEXE02 Ver.3.53 is a software designed for controlling and monitoring industrial automation systems.
3,MSI to redistribute MS VS2005 CRT libraries,The Firebird Project,MSI to redistribute MS VS2005 CRT libraries for OT/ICS
0,TreeSize Free V4.3.1,JAM Software,TreeSize Free is a disk space analyzer for Windows.
2,Visual Assist,"Whole Tomato Software, Inc.",Visual Assist is a productivity tool for C++ and C# developers.
0,QQ拼音输入法6.3,搜狗公司,QQ拼音输入法6.3 is a Chinese input method software developed by Sogou Company.
4,Quest Installer,,"Quest Installer is a software designed for OT/ICS to install, configure, and manage applications."
4,LLT Version 4.4.6,Ingenico,LLT Version 4.4.6 is an industrial control system software for HMI and SCADA.
2,TeamViewer 8,TeamViewer,TeamViewer 8 is a remote access software for desktop sharing and file transfer
3,EveryWAN Remote Support Personal Edition,Sparus Software,EveryWAN Remote Support Personal Edition is a remote access software for OT/ICS systems
5,Schneider Electric StruxureWare Building Operation Device Administrator 1.9.1.95,Schneider Electric,Schneider Electric StruxureWare Building Operation Device Administrator 1.9.1.95 is designed for monitoring and controlling building operations.
5,Schneider Electric StruxureWare Building Operation Language Pack ru-RU 1.9.1.95,Schneider Electric,Schneider Electric StruxureWare Building Operation Language Pack ru-RU 1.9.1.95 is designed for OT/ICS to monitor and control building operations.
5,Schneider Electric StruxureWare Building Operation Language Pack zh-CN 1.9.1.95,Schneider Electric,"Schneider Electric StruxureWare Building Operation Language Pack zh-CN 1.9.1.95 is designed for monitoring and controlling building systems such as HVAC, lighting, and security."
5,Schneider Electric EcoStruxure Building Operation Device Administrator 2.0.4.83,Schneider Electric,Schneider Electric EcoStruxure Building Operation Device Administrator 2.0.4.83 is designed for OT/ICS to monitor and control building operations.
5,Schneider Electric EcoStruxure Building Operation Language Pack de-DE 2.0.4.83,Schneider Electric,Schneider Electric EcoStruxure Building Operation Language Pack de-DE 2.0.4.83 is designed for OT/ICS to provide building automation and control.
5,Schneider Electric EcoStruxure Building Operation Language Pack fi-FI 2.0.4.83,Schneider Electric,Schneider Electric EcoStruxure Building Operation Language Pack fi-FI 2.0.4.83 is designed for OT/ICS to provide building automation and control.
5,SoftKey2,Honeywell,SoftKey2 is a software designed for industrial control systems (ICS) and operational technology (OT) to provide secure access to critical systems.
4,DL.CODE 1.8.1,Datalogic,DL.CODE 1.8.1 is a software designed for programming and configuring Datalogic industrial automation devices
5,Siemens Totally Integrated Automation Portal V17 - SIMATIC S7-PLCSIM  V17.0,Siemens AG,Siemens Totally Integrated Automation Portal V17 - SIMATIC S7-PLCSIM V17.0 is a software designed for OT/ICS.
4,NI-DAQmx Switch Core 1.15.0,National Instruments,NI-DAQmx Switch Core 1.15.0 is a software for controlling and monitoring switches in OT/ICS systems
4,NI LabVIEW SignalExpress 2009 Steps,National Instruments,"NI LabVIEW SignalExpress 2009 Steps is a software designed for data acquisition, analysis, and visualization of real-time signals."
4,NI DAQ Assistant 1.10.5,National Instruments,NI DAQ Assistant 1.10.5 is a software designed for data acquisition and control of OT/ICS systems.
5,NI 1588-2008 Network Management Runtime 18.0.0 for 64-bit,National Instruments,NI 1588-2008 Network Management Runtime 18.0.0 for 64-bit is designed for OT/ICS to manage network devices.
4,NI IVI Class Simulation Drivers (64-bit),National Instruments,NI IVI Class Simulation Drivers (64-bit) is a software for simulating instrumentation and control systems
4,NI LabVIEW SignalExpress 2009,National Instruments,"NI LabVIEW SignalExpress 2009 is a software for data acquisition, analysis, and visualization"
4,NI TDM Streaming 18.0 (64-bit),National Instruments,NI TDM Streaming 18.0 (64-bit) is a software designed for streaming data from industrial control systems.
4,NI LabVIEW SignalExpress 2009 Core,National Instruments,"NI LabVIEW SignalExpress 2009 Core is a software for data acquisition, instrument control, and automated test"
4,NI-VISA Serial Passport (64-Bit) 18.0.0 64-Bit,National Instruments,NI-VISA Serial Passport (64-Bit) 18.0.0 64-Bit is a software for communication with serial devices in OT/ICS systems
5,NI Curl 2018,National Instruments,"NI Curl 2018 is a software designed for OT/ICS to enable secure, reliable, and efficient communication between devices."
5,NI-DIO Driver 160f1,National Instruments,NI-DIO Driver 160f1 is a software designed for OT/ICS to provide digital I/O control.
4,NI-PCI Bridge Driver 20.0 64-bit,National Instruments,NI-PCI Bridge Driver 20.0 64-bit is a software designed for OT/ICS to enable communication between a PCI device and a computer.
5,NI DHV DCMP Installer 1.1.3f1,National Instruments,NI DHV DCMP Installer 1.1.3f1 is designed for OT/ICS to configure and deploy distributed control systems.
5,NI-488.2 MAX Support 20.0,National Instruments,NI-488.2 MAX Support 20.0 is a software designed for controlling and monitoring OT/ICS systems.
5,NI Measurement & Automation Explorer 20.0.0,National Instruments,"NI Measurement & Automation Explorer 20.0.0 is a software designed for OT/ICS to configure, monitor, and troubleshoot devices."
5,NI-VISA 20.0.0 Provider 64-bit Support,National Instruments,NI-VISA 20.0.0 Provider 64-bit Support is a software designed for OT/ICS to enable communication with instruments.
4,NI Script Editor 1.3.1,National Instruments,NI Script Editor 1.3.1 is a software for creating and editing scripts for automation of tasks in OT/ICS systems.
5,NI Remote System Discovery Troubleshooting Wizard 20.0,National Instruments,NI Remote System Discovery Troubleshooting Wizard 20.0 is designed for troubleshooting and diagnosing OT/ICS systems.
4,NI-RFSA 64 bit Driver 2.1.2,National Instruments,NI-RFSA 64 bit Driver 2.1.2 is a software designed for controlling and monitoring RF signal analyzers
5,NI-PAL 18.0 Error Files for LabVIEW RT,National Instruments,NI-PAL 18.0 Error Files for LabVIEW RT is designed for real-time monitoring and control of OT/ICS systems.
4,NI-PAL 18.0 for LabVIEW Real-Time,National Instruments,NI-PAL 18.0 for LabVIEW Real-Time is designed for developing and deploying real-time applications for OT/ICS
4,NI-QPXI 17.3.0 for LabVIEW Real-Time,National Instruments,NI-QPXI 17.3.0 for LabVIEW Real-Time is a software for developing and deploying real-time applications for OT/ICS.
3,SafetyTest,User,SafetyTest is a software designed to monitor and control industrial processes
5,NI-488.2 Support for .NET 4.5,National Instruments,NI-488.2 Support for .NET 4.5 is a software designed for controlling and programming instruments in OT/ICS environments.
4,NI Measurement Studio Common Help 19.0 for .NET Framework ,National Instruments,NI Measurement Studio Common Help 19.0 for .NET Framework is a software designed for developing measurement and automation applications for OT/ICS.
4,NI Measurement Studio Common Help 19.0 for .NET Framework  (64-bit),National Instruments,NI Measurement Studio Common Help 19.0 for .NET Framework (64-bit) is a software for developing measurement and automation applications for OT/ICS.
4,NI LabVIEW 8.6 Real-Time Pharlap Base,National Instruments,NI LabVIEW 8.6 Real-Time Pharlap Base is a software designed for developing real-time applications for industrial control systems.
4,NI-VISA 4.6.1 for LabVIEW Real-Time,National Instruments,NI-VISA 4.6.1 for LabVIEW Real-Time is a software for communication with instruments and devices in OT/ICS systems.
5,NI LabVIEW 9.0 Real-Time Pharlap Base,National Instruments,NI LabVIEW 9.0 Real-Time Pharlap Base is designed for developing real-time applications for industrial control systems.
5,NI LabVIEW 2009 Real-Time VxWorks Base,National Instruments,NI LabVIEW 2009 Real-Time VxWorks Base is a software designed for developing real-time applications for OT/ICS.
4,NI LabVIEW 2009 FPGA Realtime Support,National Instruments,NI LabVIEW 2009 FPGA Realtime Support is a software designed for programming and controlling industrial automation systems.
3,csvtoaccess,Liteon DY,csvtoaccess is a software designed to convert CSV files to Microsoft Access databases
5,NI TDMS RT,National Instruments,NI TDMS RT is a software designed for real-time data acquisition and control of OT/ICS systems.
5,NI LabVIEW 8.5.1 Real-Time cRIO 9014 Upgrade,National Instruments,NI LabVIEW 8.5.1 Real-Time cRIO 9014 Upgrade is designed for industrial control system (ICS) and operational technology (OT).
5,NI-DIM 1.9.0f0 for Phar Lap ETS,National Instruments,NI-DIM 1.9.0f0 is a software designed for OT/ICS to control and monitor industrial systems.
5,NI LabVIEW 2020 Real-Time SysImg for PXI,National Instruments,NI LabVIEW 2020 Real-Time SysImg for PXI is designed for developing and deploying real-time applications for industrial control systems.
4,Vimba 2.0.0,Allied Vision,Vimba 2.0.0 is a software designed for controlling and managing industrial cameras.
4,Vimba 2.0,Allied Vision,Vimba 2.0 is a software designed for controlling and configuring Allied Vision cameras in OT/ICS applications.
5,IndraWorks Ds,Bosch Rexroth AG,IndraWorks Ds is an industrial automation software designed for OT/ICS applications.
4,Universal Pointer Device Driver - 04.01.06,,Universal Pointer Device Driver - 04.01.06 is designed for OT/ICS systems to control and monitor industrial processes.
0,Acronis True Image Home,Acronis,Acronis True Image Home is a backup and recovery software for home users.
5,B&R Automation,,B&R Automation is an industrial automation software designed for OT/ICS applications.
4,RehmVisuII,,RehmVisuII is a software designed for monitoring and controlling OT/ICS systems.
5,InTouch OMI - Base Applications,"Schneider Electric Software, LLC",InTouch OMI - Base Applications is designed for OT/ICS to provide secure remote access and monitoring of industrial control systems.
5,InTouch OMI - Mobile Access,"Schneider Electric Software, LLC",InTouch OMI - Mobile Access is a software designed for remote access and control of OT/ICS systems
5,Schneider Electric Auto-Build Core,"Schneider Electric Software, LLC",Schneider Electric Auto-Build Core is a software designed for OT/ICS to automate the process of building and deploying applications.
5,ThinManager,"Rockwell Automation, Inc.",ThinManager is an industrial-grade software designed for managing and deploying industrial automation applications on OT/ICS systems.
5,Wonderware Application Server 2014 R2 SP1,"Schneider Electric Software, LLC",Wonderware Application Server 2014 R2 SP1 is a software designed for OT/ICS to provide secure and reliable data access and control.
3,Basler USB Drivers 64-bit (v2.01.01),Basler Electric,Basler USB Drivers 64-bit (v2.01.01) is a software for connecting USB cameras to OT/ICS systems
5,Rockwell Automation Stratix 8000/8300/5700 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation Stratix 8000/8300/5700 Module Profiles is designed for industrial automation and control systems.
5,Translate PLC-5_SLC 2.0,Rockwell Software,Translate PLC-5_SLC 2.0 is a software designed for translating PLC-5 and SLC 500 programs for use in OT/ICS systems.
4,Hiprom Technologies Comm Module Profiles,Hiprom Technologies,Hiprom Technologies Comm Module Profiles is a software designed for OT/ICS to enable communication between devices.
2,Silverlight Permissions,"Tyler Technologies, Inc.",Silverlight Permissions is a software for managing user access to Tyler Technologies applications.
5,AVEVA Historian,"AVEVA Software, LLC.","AVEVA Historian is an industrial data historian for collecting, storing, and analyzing data from OT/ICS systems."
5,Machine Edition Dependencies Upgrade,GE Fanuc,Machine Edition Dependencies Upgrade (vendor GE Fanuc) is designed for OT/ICS to provide secure and reliable control of industrial automation systems.
4,NI Portable Configuration 4.7.0,National Instruments,NI Portable Configuration 4.7.0 is a software designed for configuring and monitoring OT/ICS systems
4,NI PXI Platform Services 2.5.6 Configuration Support,National Instruments,NI PXI Platform Services 2.5.6 Configuration Support is designed for configuring and managing PXI systems for OT/ICS applications
5,NI System API Web-Servce 32-bit 1.1.0,National Instruments,NI System API Web-Servce 32-bit 1.1.0 is designed for OT/ICS to provide secure access to remote systems.
3,Hyper Electronics Mappers,,Hyper Electronics Mappers is a software designed for monitoring and controlling industrial processes
3,NetworkRepairTool,"Fuji Xerox Co., Ltd.",NetworkRepairTool is a software designed to diagnose and repair network issues.
4,WebAccess Client,Advantech,WebAccess Client is a software designed for monitoring and controlling OT/ICS systems
3,WorldCard v8,PenPower,WorldCard v8 is a software designed for capturing and managing contact information
2,Fuji Xerox Scanner Driver,"Fuji Xerox Co., Ltd.",Fuji Xerox Scanner Driver is a software for scanning documents
3,WCD601 Scanner,PenPower,WCD601 Scanner is a barcode scanner designed for industrial automation applications.
3,PCFaxTx,"Fuji Xerox Co., Ltd.",PCFaxTx is a software for sending and receiving faxes from a PC
4,EAPI Driver,DFI INC.,EAPI Driver is a software designed for OT/ICS to provide communication between the host and the device.
3,Pandora FMS Agent 7.0NG.758,Artica ST,Pandora FMS Agent 7.0NG.758 is a monitoring and management software for OT/ICS systems
3,EloMultiTouch 6.9.24.6 ,"Elo Touch Solutions, Inc.",EloMultiTouch 6.9.24.6 is a touch screen software for industrial control systems.
3,Docklight V2.0,Flachmann und Heggelbacher GbR,Docklight V2.0 is a debugging and testing tool for serial communication protocols
3,Silicon Laboratories USBXpress Device (Driver Removal),Silicon Laboratories,USBXpress Device (Driver Removal) is a software designed for OT/ICS to enable communication between a host and USB device
4,CodeWarrior for HC12 V3.1 GC128 SP,,CodeWarrior for HC12 V3.1 GC128 SP is a software designed for programming and debugging of embedded applications for the HC12 microcontroller.
0,SolidWorks 2009 SP0,SolidWorks,SolidWorks 2009 SP0 is a 3D CAD design software
0,SolidWorks Simulation 2009 SP0,SolidWorks Corporation,SolidWorks Simulation 2009 SP0 is a 3D CAD design software
4,MotionDetection Konfigurationsassistent 1.0.12.3,uniserve GmbH,MotionDetection Konfigurationsassistent 1.0.12.3 is designed for configuring motion detection in OT/ICS systems.
5,Hirschmann HiView 3.2,Hirschmann Automation and Control GmbH,Hirschmann HiView 3.2 is a software designed for monitoring and controlling OT/ICS systems.
5,SIMATIC WinCC OPC-UA Client V1.1 + SP2,Siemens AG,SIMATIC WinCC OPC-UA Client V1.1 + SP2 is a software designed for OT/ICS to enable secure and reliable data exchange between devices and applications.
3,SAPSetup Automatic Workstation Update Service,SAP AG,SAPSetup Automatic Workstation Update Service is a software designed to provide automated updates for workstations.
5,SIMATIC WinCC OPC Server V3.9 + SP11 + Upd3,Siemens AG,SIMATIC WinCC OPC Server V3.9 + SP11 + Upd3 is a software designed for OT/ICS to enable communication between SCADA and HMI systems.
5,SIMATIC WinCC Runtime V7.5 + SP2 + Upd9,Siemens AG,SIMATIC WinCC Runtime V7.5 + SP2 + Upd9 is a SCADA software for monitoring and controlling industrial processes
5,SIMATIC S7-Block Privacy V1.0 + SP5,Siemens AG,SIMATIC S7-Block Privacy V1.0 + SP5 is a software designed for secure communication in OT/ICS networks.
2,Npcap 0.99-r2,Nmap Project,Npcap is a packet capture library for Windows.
3,Arctic Wolf Agent 2022-03_52,Arctic Wolf Networks,Arctic Wolf Agent 2022-03_52 is a security software designed to protect OT/ICS systems from cyber threats.
4,Sophos File Integrity Monitoring,Sophos Limited,Sophos File Integrity Monitoring is designed to detect and alert on changes to critical system and application files in OT/ICS environments.
4,NI LabVIEW 5.1 Advanced Analysis Library,,NI LabVIEW 5.1 Advanced Analysis Library is designed for data analysis and visualization in OT/ICS applications.
3,Tanium Client 6.0.314.1540,Tanium Inc.,Tanium Client 6.0.314.1540 is a software designed for endpoint security and IT operations management.
4,NI-DAQ 6.9.3,National Instruments,NI-DAQ 6.9.3 is a software for data acquisition and control systems for OT/ICS applications.
4,XDCtools 3.20.08.88,Texas Instruments,XDCtools 3.20.08.88 is a software designed for programming and debugging of embedded systems.
4,DLN 3.4.0,Diolan,DLN 3.4.0 is a software designed for OT/ICS to provide secure communication and data exchange between devices
5,NI-MDBG 1.10.0f0 for Phar Lap ETS,National Instruments,"NI-MDBG 1.10.0f0 is a debugging tool for Phar Lap ETS, designed for OT/ICS."
4,PM OCM Cal full,Maintenance MWS,PM OCM Cal full (vendor Maintenance MWS) is a software designed for monitoring and controlling OT/ICS systems.
4,NI VC2010MSMs x86,National Instruments,NI VC2010MSMs x86 is a software designed for industrial control systems and operational technology.
4,NI PXI Platform Services 3.0.3,National Instruments,NI PXI Platform Services 3.0.3 is a software for configuring and managing PXI systems for industrial control applications.
4,JDSU - UDBS - Traveller,JDSU,JDSU - UDBS - Traveller is a software designed for OT/ICS to monitor and control network devices.
4,NI MXS 5.0.0f1 for LabVIEW Real-Time,National Instruments,NI MXS 5.0.0f1 for LabVIEW Real-Time is a software designed for OT/ICS applications.
5,NI RTSI PAL Device Library Installer 1.3.0,National Instruments,NI RTSI PAL Device Library Installer 1.3.0 is designed for OT/ICS to provide real-time synchronization and communication between multiple devices.
5,NI System API Web-Servce 32-bit 5.3.1,National Instruments,NI System API Web-Servce 32-bit 5.3.1 is designed for OT/ICS to provide secure access to remote systems.
4,JDSU - UDBS - Process Reporter,JDSU,JDSU - UDBS - Process Reporter is a software designed for monitoring and analyzing OT/ICS systems
4,NI-MXLC LabVIEW 2009 Support,National Instruments,NI-MXLC LabVIEW 2009 Support is a software designed for developing and deploying industrial control systems.
5,NI-ORB 1.10.0f0 for Phar Lap ETS,National Instruments,"NI-ORB 1.10.0f0 is a software designed for OT/ICS, providing real-time operating system and development environment for embedded systems."
4,NI-DAQmx support for LabVIEW 2.5.0,National Instruments,NI-DAQmx is a software designed for data acquisition and control systems used in OT/ICS.
4,UDBS Stations Monitor,JDSU,UDBS Stations Monitor (vendor JDSU) is designed for monitoring and controlling OT/ICS systems.
5,Simple Motion Module Setting,MITSUBISHI ELECTRIC CORPORATION,Simple Motion Module Setting is a software designed for configuring and monitoring Mitsubishi Electric's motion control systems.
4,ProBase/C - DS.DATA.CS77XX,Diebold Nixdorf,ProBase/C - DS.DATA.CS77XX is a software designed for OT/ICS to provide data storage and management services.
5,SIMATIC IT HISTORIAN Basic Server V5.2 + SP2 + HF7  ,Siemens AG,SIMATIC IT HISTORIAN Basic Server V5.2 + SP2 + HF7 is an industrial control system software for data collection and analysis.
5,SIMATIC IT BPM DISPLAY V6.3 + SP2 + HF1  ,Siemens AG,SIMATIC IT BPM DISPLAY V6.3 + SP2 + HF1 is a software designed for monitoring and controlling OT/ICS systems.
5,SIMATIC IT HDD Client V6.3 + SP2 + HF2  ,Siemens AG,SIMATIC IT HDD Client V6.3 + SP2 + HF2 is a software designed for OT/ICS to provide data management and visualization services.
3,HyperTerminal Private Edition v6.3,,HyperTerminal Private Edition v6.3 is a terminal emulation program for Windows
3,,"Hilgraeve, Inc.","Hilgraeve, Inc. software is designed for secure file transfer and data encryption for OT/ICS systems."
4,SAEMAN301,,SAEMAN301 is a software designed for monitoring and controlling industrial processes
4,SAEPERS301,,SAEPERS301 is a software designed for monitoring and controlling industrial processes
4,TBox MS32 Ping_Addon,,TBox MS32 Ping_Addon is a software designed for monitoring and controlling OT/ICS systems.
4,VTWIN,,"VTWIN is a software designed for programming, configuring, and troubleshooting of industrial automation systems."
3,TOSHIBA HDD Protection,TOSHIBA Corporation,TOSHIBA HDD Protection is a software designed to protect data stored on TOSHIBA hard drives.
4,ESAPOLYMATH 2.20,ESA elettronica,ESAPOLYMATH 2.20 is a software designed for programming and monitoring of industrial automation systems.
5,SIMATIC IT DLLDEBUG V5.2 + SP2 + HF2  ,Siemens AG,SIMATIC IT DLLDEBUG V5.2 + SP2 + HF2 is a software designed for debugging and troubleshooting of Siemens AG's OT/ICS systems.
5,SIMATIC IT HISTORIAN Basic Server V5.2 + SP2  ,Siemens AG,"SIMATIC IT HISTORIAN Basic Server V5.2 + SP2 is an industrial control system software for data collection, storage, and analysis."
4,WinScope 1.9,"ComAp spol., s r. o.",WinScope 1.9 is a software designed for monitoring and controlling industrial processes
4,RemoteCommGuide 1.0,"ComAp spol., s r. o.",RemoteCommGuide 1.0 is a software designed for monitoring and controlling industrial systems remotely.
5,SIMATIC  STEP 7 V5.5 + SP3  ,Siemens AG,"SIMATIC STEP 7 V5.5 + SP3 is a software designed for programming, testing and commissioning of Siemens programmable logic controllers (PLCs)."
3,SPICE Guest Tools 0.164,The SPICE Project,SPICE Guest Tools 0.164 is a software designed for remote access to virtual machines.
0,FileZilla 3.63.2,Tim Kosse,FileZilla 3.63.2 is a FTP client software developed by Tim Kosse.
2,ADSelfService Plus Client Software,ZOHO Corp,ADSelfService Plus Client Software is a password self-service solution for Active Directory users.
3,RamDisk Plus 11.5,SuperSpeed LLC,RamDisk Plus 11.5 is a software designed for creating RAM disks to improve system performance.
2,360杀毒,360安全中心,360杀毒 is an antivirus software for general purpose computer systems.
3,MAFIPSL2CommonSetup (x64),Mobile Armor,MAFIPSL2CommonSetup (x64) is a software designed for secure remote access to OT/ICS systems
0,GNU Privacy Guard,The GnuPG Project,GNU Privacy Guard is a free software for secure communication and data storage.
3,WiX Toolset v3.11.2.4516,.NET Foundation,WiX Toolset v3.11.2.4516 is a software development toolset for creating Windows installation packages
3,HP Data Protector A.07.00,Hewlett-Packard,HP Data Protector A.07.00 is a backup and recovery software for OT/ICS systems
4,Opus v8.5 (SP1) (64 Bit),Bruker Optik GmbH,Opus v8.5 (SP1) (64 Bit) is a software designed for industrial control system (ICS) and operational technology (OT).
4,,Hewlett-Packard,Hewlett-Packard software is designed for OT/ICS to monitor and control industrial processes.
3,AMD Fuel,"Advanced Micro Devices, Inc.",AMD Fuel is a software suite for managing and monitoring industrial systems
2,AMD Catalyst Control Center,"Advanced Micro Devices, Inc.",AMD Catalyst Control Center is a software suite for managing and optimizing graphics performance.
3,AB SCIEX Reporter Template Suite 3.2,AB SCIEX,AB SCIEX Reporter Template Suite 3.2 is a software for data analysis and visualization of mass spectrometry data.
5,NI VC2010SP1MSMs x64,National Instruments,NI VC2010SP1MSMs x64 is a software designed for OT/ICS to control and monitor industrial processes.
5,NI MAX Remote Configuration 64-bit Installer 5.4,National Instruments,NI MAX Remote Configuration 64-bit Installer 5.4 is designed for monitoring and configuring OT/ICS systems
3,Analyst® 1.6.3 Software,AB SCIEX,Analyst® 1.6.3 Software is designed for data analysis and visualization of mass spectrometry data.
3,BrLauncher,Brother Industries Ltd.,BrLauncher is a software designed for Brother Industries Ltd. to manage and control their industrial devices.
4,NI Network Discovery 5.4,National Instruments,NI Network Discovery 5.4 is designed for discovering and monitoring OT/ICS devices on a network
3,NetworkRepairTool,Brother Insutries Ltd.,NetworkRepairTool is a software designed for monitoring and troubleshooting of OT/ICS networks
0,pdfFactory,"FinePrint Software, LLC","pdfFactory is a PDF creation software from FinePrint Software, LLC."
5,NI System Monitor 17.0 64-bit,National Instruments,NI System Monitor 17.0 64-bit is a software designed for monitoring and managing OT/ICS systems.
5,NI RTSI PAL Device Library Installer 17.1.0,National Instruments,NI RTSI PAL Device Library Installer 17.1.0 is designed for OT/ICS to provide real-time synchronization and communication between multiple devices.
4,NI-DAQmx DAQ Assistant 3.8.0,National Instruments,NI-DAQmx DAQ Assistant 3.8.0 is a software for data acquisition and control systems.
4,NI-DAQmx MAX Configuration Support 17.1.0,National Instruments,NI-DAQmx MAX Configuration Support 17.1.0 is a software designed for configuring and testing data acquisition devices for OT/ICS applications.
4,NI-DAQmx ADE Support 17.1.0,National Instruments,NI-DAQmx ADE Support 17.1.0 is a software designed for data acquisition and control of OT/ICS systems.
